title,rating,image,price,In The Box,Model Name,Color,SIM Type,Touchscreen,Quick Charging,Display Size,Resolution,GPU,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Internal Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,HD Recording,Video Recording Resolution,Network Type,Battery Capacity,Battery Type,Warranty Summary,JAVA Support
"REDMI 12C (Mint Green, 128 GB)  (6 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/n/l/-original-imagvfghsh7chtgh.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, Micro USB Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",12C,Mint Green,Dual Sim,Yes,Yes,17.04 cm (6.71 inch),1650 x 720 Pixels,Arm Mali-G52 MC2 (Upto 1 GHz),Android 12,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) |Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
KARBONN K110i  (Black),3.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/s/7/0/-original-imagk8sjyxmcphfy.jpeg?q=70&crop=false,"₹1,240",,K110i,Black,Dual Sim,,,4.57 cm (1.8 inch),128 x 160,,,,,,,,,8 GB,,,,,,1000 mAh,Li-Ion,1 Year Company Domestic Warranty by Company Authorized Service Center.,
"OPPO A59 5G (Silk Gold, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/2/r/f/-original-imagweqhwyards5f.jpeg?q=70&crop=false,"₹19,999","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case",A59 5G,Silk Gold,Dual Sim,Yes,Yes,16.66 cm (6.56 inch),1612 x 720 Pixels,Mali G57 MC2,Android 13,Mediatek,Dimensity 6020,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,13MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"OPPO Reno11 5G (Rock Grey, 256 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/6/4/r/-original-imagwxvqs6f88zjh.jpeg?q=70&crop=false,"₹40,999","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, TPU Protective Case",Reno11 5G,Rock Grey,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Mediatek Dimensity 7050,Octa Core,2.6 GHz,256 GB,8 GB,2 TB,50MP + 8MP + 32MP,32MP Front Camera,Yes,"Rear: 4K (at 30 fps), 1080p (at 480 fps/at 120 fps/at 60 fps/at 30 fps), 720p (at 960 fps/at 240 fps/ 60 fps/at 30 fps), Video Stabilization: EIS/OIS | Front: 4K (at 30 fps), 1080p (at 30 fps), 720p (at 30 fps), Video Stabilization, Video Zoom, Timelapse (1080p (at 30 fps)), Interval Settings: 10X, 60X, 120X, 480X, and 960X","5G, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"OPPO Reno11 5G (Wave Green, 256 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/u/d/reno-11-5g-cph2599-oppo-original-imagwxdsh2zjfpdt.jpeg?q=70&crop=false,"₹40,999","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, TPU Protective Case",Reno11 5G,Wave Green,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Mediatek Dimensity 7050,Octa Core,2.6 GHz,256 GB,8 GB,2 TB,50MP + 8MP + 32MP,32MP Front Camera,Yes,"Rear: 4K (at 30 fps), 1080p (at 480 fps/at 120 fps/at 60 fps/at 30 fps), 720p (at 960 fps/at 240 fps/ 60 fps/at 30 fps), Video Stabilization: EIS/OIS | Front: 4K (at 30 fps), 1080p (at 30 fps), 720p (at 30 fps), Video Stabilization, Video Zoom, Timelapse (1080p (at 30 fps)), Interval Settings: 10X, 60X, 120X, 480X, and 960X","5G, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
SIAVANTAGE PRO 310  (Blue),3.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/u/k/q/pro-310-pro-310-siavantage-original-imagxwb9f6w6wgre.jpeg?q=70&crop=false,₹999,"1 Handset, 1 Battery, 1 Charger",PRO 310,Blue,Dual Sim,No,,4.57 cm (1.8 inch),320 x 240$$pixel,,1.77,,,Dual Core,1.77 MHz,8 MB,8 MB,,1.3MP Rear Camera,,,,2G,1000 mAh,Li_ion,1 Month Domestic Warranty,
"SAMSUNG Galaxy M34 5G (Waterfall Blue, 128 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/j/t/5/galaxy-m34-without-charger-sm-m346b-samsung-original-imagrue3vhfgvwjz.jpeg?q=70&crop=false,"₹25,999",Device | Data Cable (USB Type C-to-C) | Ejection Pin | QSG,Galaxy M34 5G,Waterfall Blue,Dual Sim,Yes,,16.51 cm (6.5 inch),2340X1080$$Pixels,,Android Android 13,Exynos,,Octa Core,2.4 GHz,128 GB,8 GB,,50MP Rear Camera,,,,5G,6000 mAh,,Domestic 1 Year of Device & 6 Months for In-Box Accessories,
itel it5262  (Light Blue),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/t/r/it5262-it5262-itel-original-imagzf3x8s5hpyry.jpeg?q=70&crop=false,"₹1,599",Handset | User Guide | Warranty Card | Charger |,it5262,Light Blue,Dual Sim,No,,6.1 cm (2.4 inch),240 * 320,,,,,Single Core,208 MHz,4 MB,4 MB,,0.8MP Rear Camera,,,,2G,2000 mAh,,1 year manufacturer warranty,
itel it5262  (Black),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/a/7/d/it5262-it5262-itel-original-imahfg5qf8zjuspu.jpeg?q=70&crop=false,"₹1,599","Handset, Battery, Charger, Warranty Card, User Manual",it5262,Black,Dual Sim,No,,6.1 cm (2.4 inch),240 x 320 Pixels,,,,,Single Core,308 MHz,4 MB,4 MB,,0.8MP Rear Camera,,,,2G,2000 mAh,,1 Year Manufacturer Warranty,
itel it2163S  (Black),4.0,https://rukminim2.flixcart.com/image/416/416/l1mh7rk0/mobile/w/z/t/-original-imagd56fhcxs4a2z.jpeg?q=70&crop=false,"₹1,449","Handset, Battery, Charger, Quick Start Guide",it2163S,Black,Dual Sim,No,,4.57 cm (1.8 inch),160 X 128 Pixel,,,,,,260 MHz,4 MB,4 MB,32 GB,,,,,2G,1200 mAh,,12 + 1 Month Warranty,
"SAMSUNG Galaxy S23 5G (Green, 128 GB)  (8 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/q/9/-original-imagzm8r8jzcumfa.jpeg?q=70&crop=false,"₹89,999","Handset, Sim Ejection Pin, USB Cable, Manual",Galaxy S23 5G,Green,Dual Sim,Yes,Yes,15.49 cm (6.1 inch),2340 x 1080 Pixels,Qualcomm Adreno 740,Android 13,Snapdragon,Qualcomm Snapdragon 8 Gen 2,Octa Core,3.36 GHz,128 GB,8 GB,,50MP + 10MP + 12MP,12MP Front Camera,Yes,7680 x 4320 pixel,"5G, 4G, 3G, 2G",3900 mAh,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,
"OPPO Reno11 5G (Wave Green, 128 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/u/d/reno-11-5g-cph2599-oppo-original-imagwxdsh2zjfpdt.jpeg?q=70&crop=false,"₹38,999","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, TPU Protective Case",Reno11 5G,Wave Green,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Mediatek Dimensity 7050,Octa Core,2.6 GHz,128 GB,8 GB,2 TB,50MP + 8MP + 32MP,32MP Front Camera,Yes,"Rear: 4K (at 30 fps), 1080p (at 480 fps/at 120 fps/at 60 fps/at 30 fps), 720p (at 960 fps/at 240 fps/ 60 fps/at 30 fps), Video Stabilization: EIS/OIS | Front: 4K (at 30 fps), 1080p (at 30 fps), 720p (at 30 fps), Video Stabilization, Video Zoom, Timelapse (1080p (at 30 fps)), Interval Settings: 10X, 60X, 120X, 480X, and 960X","2G, 3G, 4G, 5G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"Apple iPhone 15 Plus (Green, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/6/x/t/-original-imagtc6ffhgm3f2g.jpeg?q=70&crop=false,"₹89,900","Handset, USB C Charge Cable (1m), Documentation",iPhone 15 Plus,Green,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2796 x 1290 Pixels,5 Core,iOS 17,Apple,"A16 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,48MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"vivo Y18 (Space Black, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/w/v/-original-imahypz5hgjgrydr.jpeg?q=70&crop=false,"₹13,999","Handset, USB Cable, Eject Tool, Protective Film (Applied), Warranty Card, Quick Start Guide",Y18,Space Black,Dual Sim,Yes,,16.66 cm (6.56 inch),1612 x 720 Pixels,,Android 14,Mediatek,Helios G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP + 0.08MP,8MP Front Camera,,,"4G, 3G, 2G",5000 mAh,Lithium-ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"OPPO A58 (Glowing Black, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/j/v/-original-imags7tyxfjhvz2h.jpeg?q=70&crop=false,"₹15,499","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case",A58,Glowing Black,Dual Sim,Yes,Yes,17.07 cm (6.72 inch),2400 x 1080,ARM Mali G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"OPPO A17 (Lake Blue, 64 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/h/f/-original-imagnfqybfcdzeye.jpeg?q=70&crop=false,"₹14,999","Handset, Charger, 1 M Micro USB Data Cable, Sim Ejector Tool, Safety Guide, Quick Guide, TPU Protective Case, Screen Protector",A17,Lake Blue,Dual Sim,Yes,,16.66 cm (6.56 inch),1612 x 720,IMG GE8320,Android 12,Mediatek,Mediatek Helio G35,Octa Core,2.3 GHz,64 GB,4 GB,2 TB,50MP + 0.3MP + 0.3MP,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"realme C30s (Stripe Black, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/f/g/j/-original-imagg3myshvfpzjb.jpeg?q=70&crop=false,"₹11,999","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool",C30s,Stripe Black,Dual Sim,Yes,,16.51 cm (6.5 inch),1600 x 720 Pixels,Imagination GE8322,Android 12,Unisoc,Unisoc SC9863A/ Unisoc SC9863A1,Octa Core,1.6 GHz,64 GB,4 GB,1 TB,8MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps), 480p (at 30 fps) | Front Camera: 720p (at 30 fps), 480p (at 30 fps), CIF (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"Nokia 6310 Dual SIM Feature Mobile, Wireless FM Radio and Rear Camera  (Yellow)",3.9,https://rukminim2.flixcart.com/image/416/416/ktuewsw0/mobile/s/c/o/6310-6310-ta-1400-ds-nokia-original-imag73nhmmhzmdbf.jpeg?q=70&crop=false,"₹4,499","Handset, Charger, Quick Guide","6310 Dual SIM Feature Mobile, Wireless FM Radio and Rear Camera",Yellow,Dual Sim,No,,7.11 cm (2.8 inch),320 x 240 Pixels,,,Unisoc,Unisoc 6531F,,208 MHz,16 MB,8 MB,,0.3MP Rear Camera,,,,2G,1150 mAh,,1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,
"OPPO A59 5G (Starry Black, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/w/a/5/a59-5g-cph2617-oppo-original-imagwez4ruy9wrad.jpeg?q=70&crop=false,"₹19,999","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case",A59 5G,Starry Black,Dual Sim,Yes,Yes,16.66 cm (6.56 inch),1612 x 720 Pixels,Mali G57 MC2,Android 13,Mediatek,Dimensity 6020,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,13MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
Kechaoda K66 The Music House 4  (Drak Blue),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/4/r/y/k66-the-music-house-4-k66-kechaoda-original-imahyc3ztypfhwvb.jpeg?q=70&crop=false,"₹1,999","1 Handset, 1 USB Cable, 1 Warranty Card",K66 The Music House 4,Drak Blue,Dual Sim,No,Yes,3.66 cm (1.44 inch),320 x 480$$Pixels,,0,,,,,64 MB,32 MB,32 GB,1.3MP + 0MP,0MP Front Camera,No,,2G,400 mAh,Li-Ion,NO WARRANTY,No
itel it2163S  (Dark Green),4.0,https://rukminim2.flixcart.com/image/416/416/l1mh7rk0/mobile/b/5/2/-original-imagd56ep6vvtn2b.jpeg?q=70&crop=false,"₹1,420","Handset, Battery, Charger, Quick Start Guide",it2163S,Dark Green,Dual Sim,No,,4.57 cm (1.8 inch),160 X 128,,,,,,260 MHz,4 MB,4 MB,32 GB,,,,,2G,1200 mAh,Li-Ion,12 + 1 Month Warranty,
itel SG400 Keypad Mobile Phone with 9.8mm Ultra Slim Design 2.4 inch Display UPI Pay  (Aurora Green),4.0,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/c/p/sg400-keypad-mobile-phone-with-9-8mm-ultra-slim-design-2-4-inch-original-imagtgfkczub8shh.jpeg?q=70&crop=false,"₹2,099","Mobile Phone, Battery, Charger, User Manual, Warranty Card",SG400 Keypad Mobile Phone with 9.8mm Ultra Slim Design 2.4 inch Display UPI Pay,Aurora Green,Dual Sim,No,No,6.1 cm (2.4 inch),240x320,,4.1,Spreadtrum,Spreadtrum,,1.4 GHz,4 MB,4 MB,,0.3MP Rear Camera,,No,,2G,1200 mAh,Li-Ion,13 Month Warranty,No
"SAMSUNG Galaxy A15 5G (Blue, 128 GB)  (6 GB RAM)",4.7,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/f/i/galaxy-a15-5g-sm-a156ezbnins-samsung-original-imagwkgzv7vs8zd2.jpeg?q=70&crop=false,"₹19,999","Phone, Data Cable (Type C-to-C), Sim Ejector Pin, Quick Start Guide",Galaxy A15 5G,Blue,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2340 x 1080 Pixels,ARM Mali G57 MC2,Android 14,Mediatek,Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP + 5MP + 2MP,13MP Front Camera,Yes,Full HD (1920 x 1080) (at 30 fps),"2G, 3G, 4G, 5G",5000 mAh,Lithium-ion,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
Kechaoda K115  (Black),4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/5/c/s/k115-k115-kechaoda-original-imahyc3nggwmj8et.jpeg?q=70&crop=false,"₹1,499","1 USB cable, 1 Battery, 1 Handset",K115,Black,Dual Sim,No,No,3.66 cm (1.44 inch),320 x 240,,,,,,,32 MB,32 MB,32 GB,0.3MP + 0.5MP,0MP Front Camera,No,,2G,850 mAh,Li-Ion,1 Year Company Domestic Warranty by Company Authorized Service Center.,No
"REDMI A3 (Lake Blue, 128 GB)  (6 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/r/z/1/a3-mzb0gnyin-redmi-original-imagy2wsmxhzdmbq.jpeg?q=70&crop=false,"₹11,999","Handset, Adapter, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",A3,Lake Blue,Dual Sim,Yes,Yes,17.04 cm (6.71 inch),1650 x 720 Pixels,IMG PowerVR,Android 14,Mediatek,Mediatek Helio G36,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,8MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)| Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"vivo Y18 (Gem Green, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/j/i/y18-v2333-vivo-original-imahyp2c8wbrthta.jpeg?q=70&crop=false,"₹12,999","Handset, USB Cable, Eject Tool, Protective Film (Applied), Warranty Card, Quick Start Guide",Y18,Gem Green,Dual Sim,Yes,Yes,16.66 cm (6.56 inch),1612 x 720 Pixels,,Android 14,Mediatek,Helios G85,Octa Core,2 GHz,64 GB,4 GB,1 TB,50MP + 0.08MP,8MP Front Camera,Yes,,"4G, 3G, 2G",5000 mAh,Lithium-ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/z/i/-original-imagwubkng4aw75d.jpeg?q=70&crop=false,"₹33,999","Handset, 120W Charger, Type-C USB Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",Note 13 Pro+ 5G,Fusion White,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,ARM G610 MC4,Android 13,Mediatek,Dimensity 7200 Ultra 5G,Octa Core,2.8 GHz,256 GB,8 GB,,200MP (OIS) + 8MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps), 4K (at 30 fps), 1080p (at 60 fps), 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 60 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO F6 5G (Black, 512 GB)  (12 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/s/r/e/-original-imahf39qxccmgkhc.jpeg?q=70&crop=false,"₹37,999","Handset, 90W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",F6 5G,Black,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,Adreno 735,Android 14,Snapdragon,8s Gen3,Octa Core,3 GHz,512 GB,12 GB,,50MP (OIS) + 8MP,20MP Front Camera,Yes,"Rear Main Camera Video: 4K (at 60 fps), 4K (at 30 fps), 1080p (at 60 fps), 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 60 fps), 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
Snexian GURU 315  (Gold),3.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/u/n/guru-315-guru-315-snexian-original-imagvscffuj7fbbr.jpeg?q=70&crop=false,₹999,"1 Handset, 1 Battery, No Charger",GURU 315,Gold,Dual Sim,No,,4.57 cm (1.8 inch),128 x 160$$pixel,,0,,,,1.2 MHz,32 MB,32 MB,16 GB,0.3MP Rear Camera,,,,2G,1000 mAh,Li-Ion,3 Months Company Warranty,
Nokia 105  (Terracotta Red),3.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/f/5/-original-imagvr7ykppmrczg.jpeg?q=70&crop=false,"₹1,699","Handset, Battery, Charger, User Guide",105,Terracotta Red,Dual Sim,Yes,No,4.5 cm (1.77 inch),160 x 128 Pixels,,,Spreadtrum,,,0.208 GHz,32 MB,32 MB,,0MP,0MP Front Camera,,,2G,5000 mAh,Lithium Ion,1 Year Replacement Warranty For Device And 6 Months Manufacturer Warranty For Inbox Accessories Including Battery From The Date of Purchase,
Nokia 105  (Charcoal),3.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/w/d/105-ta-1570-ds-nokia-original-imahfy9zjf9ymxfu.jpeg?q=70&crop=false,"₹1,799","Handset, Battery, Charger, User Guide",105,Charcoal,Dual Sim,Yes,No,4.5 cm (1.77 inch),160 x 128 Pixels,,,Spreadtrum,,,0.208 GHz,32 MB,32 MB,32 MB,0MP,0MP Front Camera,,,2G,5000 mAh,Lithium Ion,NO WARRANTY,
"SAMSUNG Galaxy A15 5G (Light Blue, 128 GB)  (8 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/s/i/c/galaxy-a15-5g-sm-a156elbnins-samsung-original-imagwkgykezdha6z.jpeg?q=70&crop=false,"₹21,499","Phone, Data Cable (Type C-to-C), Sim Ejector Pin, Quick Start Guide",Galaxy A15 5G,Light Blue,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2340 x 1080 Pixels,ARM Mali G57 MC2,Android 14,Mediatek,Dimensity 6100+,Octa Core,2.2 GHz,128 GB,8 GB,1 TB,50MP + 5MP + 2MP,13MP Front Camera,Yes,Full HD (1920 x 1080) (at 30 fps),"2G, 3G, 4G, 5G",5000 mAh,Lithium-ion,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"REDMI Note 13 5G (Arctic White, 256 GB)  (8 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/l/j/-original-imagzrfwkeu2zazh.jpeg?q=70&crop=false,"₹22,999","Handset, 33W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",Note 13 5G,Arctic White,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G57 MC2,Android 13,Mediatek,Dimensity 6080,Octa Core,2.4 GHz,256 GB,8 GB,1 TB,108MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Infinix Zero 30 5G (Fantasy Purple, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/x/g/-original-imagszg2vxntfpeb.jpeg?q=70&crop=false,"₹27,999","Handset, Adaptor, USB Type-C Cable, Soft Film, TPU Case, Sim Ejector Pin, Quick Start Guide, Warranty Card",Zero 30 5G,Fantasy Purple,Dual Sim,Yes,Yes,17.22 cm (6.78 inch),2400 x 1080 Pixels,,Android 13,Mediatek,Dimensity 8020,Octa Core,2.6 GHz,256 GB,8 GB,,108MP (OIS) + 13MP + 2MP,50MP Front Camera,,Rear Camera: 4K (at 60 fps) | Front Camera: 4K (at 60 fps),"5G, 4G, 3G, 2G",5000 mAh,,1 Year Warranty on the Handset and 6 Months Warranty on the Accessories,
"Apple iPhone 14 Plus ((PRODUCT)RED, 256 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/a/h/7/-original-imaghx9qaepzajta.jpeg?q=70&crop=false,"₹89,900","Handset, USB-C to Lightning Cable, Documentation",iPhone 14 Plus,(PRODUCT)RED,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2778 x 1284 Pixels,5 Core,iOS 16,Apple,"A15 Bionic Chip, 6 Core Processor",Hexa Core,,256 GB,,,12MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)  (12 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/z/i/-original-imagwubkng4aw75d.jpeg?q=70&crop=false,"₹35,999","Handset, 120W Charger, Type-C USB Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",Note 13 Pro+ 5G,Fusion White,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,ARM G610 MC4,Android 13,Mediatek,Dimensity 7200 Ultra 5G,Octa Core,2.8 GHz,256 GB,12 GB,,200MP (OIS) + 8MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps), 4K (at 30 fps), 1080p (at 60 fps), 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 60 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
