rating,price,touch,quick_charge,gpu,processor_brand,ram,hd,battery,battery_type,brand,charger,display,height,core,storage,expandable,network
4.2,25999,Yes,yes,yes,Exynos,8.0,Yes,6000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.2,12999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,lithium polymer,poco,True,1,1650.0,Octa,128.0,1000.0,5G
4.4,24999,Yes,yes,no,Snapdragon,8.0,Yes,5500.0,other,oneplus,True,1,1080.0,Octa,128.0,1000.0,5G
3.9,1649,No,yes,no,unknown,0.032,No,1750.0,li ion,lava,True,0,128.0,Single,32.0,32.0,2G
4.1,1599,No,no,no,unknown,0.004,No,800.0,other,nokia,True,0,160.0,Single,4.0,32.0,2G
4.0,1999,No,yes,no,unknown,0.032,No,3600.0,li ion,kechaoda,True,0,240.0,Single,64.0,32.0,2G
4.0,1499,No,yes,no,unknown,0.004,No,1200.0,other,itel,True,0,320.0,Single,4.0,32.0,2G
4.4,31999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.5,27999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,other,motorola,True,1,2400.0,Octa,256.0,1000.0,5G
4.5,44999,Yes,yes,no,Snapdragon,16.0,Yes,5000.0,other,oneplus,False,1,2772.0,Octa,256.0,1000.0,5G
4.4,17999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,vivo,False,1,2408.0,Octa,128.0,1000.0,5G
3.9,1799,No,yes,no,unknown,0.032,No,1900.0,li ion,itel,True,0,240.0,Single,32.0,32.0,2G
4.1,13999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,lithium ion polymer,realme,True,1,1604.0,Octa,64.0,2000.0,5G
4.1,2099,No,no,no,unknown,0.004,No,2575.0,other,lava,True,0,245.0,Single,4.0,0.032,2G
3.9,1999,No,yes,no,unknown,0.032,No,400.0,li ion,kechaoda,False,0,320.0,Single,64.0,32.0,2G
4.1,2099,No,no,no,unknown,0.004,No,2575.0,other,lava,True,0,245.0,Single,4.0,0.032,2G
4.6,79900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2556.0,Hexa,128.0,1000.0,5G
4.2,12999,Yes,yes,yes,Mediatek,8.0,Yes,6000.0,other,motorola,True,1,1612.0,Octa,128.0,1000.0,4G
4.3,20999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,vivo,False,1,2408.0,Octa,128.0,1000.0,5G
4.3,20999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,vivo,False,1,2408.0,Octa,128.0,1000.0,5G
4.0,1199,No,no,no,unknown,0.004,No,620.0,li ion,lava,True,0,128.0,Single,3.0,64.0,2G
4.4,29999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,256.0,1000.0,5G
4.4,19999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,oneplus,False,1,2412.0,Octa,128.0,1000.0,5G
4.3,12999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,tecno,False,1,720.0,Octa,128.0,512.0,4G
4.6,79900,Yes,yes,yes,Apple,6.0,Yes,4323.0,other,apple,False,1,2778.0,Hexa,128.0,1000.0,5G
4.1,1399,No,no,no,unknown,0.032,No,800.0,other,nokia,True,0,160.0,Single,32.0,32.0,2G
4.2,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,1650.0,Octa,128.0,1000.0,5G
4.2,7299,Yes,yes,no,Unisoc,4.0,Yes,5000.0,other,itel,True,1,1612.0,Octa,64.0,1000.0,4G
4.2,20999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,128.0,1000.0,5G
4.2,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,2460.0,Octa,128.0,1000.0,4G
4.2,11999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,lithium polymer,poco,True,1,1650.0,Octa,64.0,1000.0,4G
4.3,13999,Yes,no,yes,Mediatek,8.0,Yes,5000.0,other,tecno,True,1,1612.0,Octa,256.0,1000.0,4G
3.7,1749,No,yes,no,unknown,0.032,No,1000.0,other,other,True,0,128.0,Single,32.0,32.0,2G
4.2,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,1650.0,Octa,128.0,1000.0,5G
4.2,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,1650.0,Octa,128.0,1000.0,5G
4.3,20999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,vivo,False,1,2408.0,Octa,128.0,1000.0,5G
4.4,27999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,256.0,1000.0,5G
4.6,79900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2556.0,Hexa,128.0,1000.0,5G
4.4,25999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,128.0,1000.0,5G
4.4,25999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,128.0,1000.0,5G
4.6,79900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2778.0,Hexa,128.0,1000.0,5G
4.1,22999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,256.0,1000.0,5G
4.1,6799,Yes,yes,yes,Unisoc,2.0,Yes,4000.0,other,itel,True,1,720.0,Octa,32.0,128.0,4G
4.2,18490,Yes,yes,yes,Exynos,6.0,Yes,6000.0,lithium ion,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
4.2,18490,Yes,yes,yes,Exynos,6.0,Yes,6000.0,lithium ion,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
4.4,27999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,256.0,1000.0,5G
3.9,3199,No,no,no,unknown,0.064,No,2500.0,other,itel,False,0,320.0,Single,128.0,32.0,4G
4.2,24999,Yes,yes,no,Mediatek,12.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,256.0,1000.0,5G
4.4,29999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,256.0,1000.0,5G
3.3,1999,No,no,no,unknown,0.032,No,1000.0,li ion,samsung,False,0,240.0,Single,32.0,32.0,2G
4.3,13999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,tecno,True,1,1612.0,Octa,256.0,1000.0,4G
4.3,23999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,2000.0,5G
4.4,41999,Yes,yes,no,Snapdragon,12.0,Yes,4500.0,other,motorola,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,30999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.5,39999,Yes,yes,no,Snapdragon,8.0,Yes,5000.0,other,oneplus,False,1,2772.0,Octa,128.0,1000.0,5G
4.2,1599,No,no,no,unknown,0.004,No,800.0,other,nokia,True,0,240.0,Single,4.0,32.0,2G
3.9,1699,No,no,no,unknown,0.032,No,2500.0,other,micromax,True,0,240.0,Single,32.0,32.0,2G
3.7,999,No,no,no,unknown,0.032,No,1000.0,other,other,True,0,1080.0,Single,32.0,32.0,2G
3.7,999,No,no,no,unknown,0.032,No,1000.0,other,other,True,0,1080.0,Single,32.0,32.0,2G
4.2,24999,Yes,yes,yes,Snapdragon,8.0,Yes,5100.0,lithium ion polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,19999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium polymer,poco,True,1,2400.0,Octa,128.0,1000.0,5G
4.1,1249,No,no,no,unknown,0.032,No,1000.0,other,lava,True,0,160.0,Single,0.0,32.0,2G
3.9,1699,No,no,no,unknown,0.032,No,2500.0,other,micromax,True,0,240.0,Single,32.0,32.0,2G
4.6,79900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2778.0,Hexa,128.0,1000.0,5G
4.2,24999,Yes,yes,yes,Snapdragon,8.0,Yes,5100.0,lithium ion polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
3.9,1699,No,no,no,unknown,0.032,No,2500.0,other,micromax,True,0,240.0,Single,32.0,32.0,2G
3.9,2999,No,no,no,unknown,0.032,No,1450.0,lithium ion,nokia,True,0,160.0,Single,32.0,32.0,4G
4.2,3100,No,no,no,unknown,0.004,No,1450.0,lithium polymer,nokia,True,0,320.0,Single,4.0,32.0,2G
4.0,1249,No,no,no,unknown,0.032,No,800.0,lithium ion,nokia,False,0,128.0,Single,32.0,32.0,2G
3.9,1490,No,yes,no,unknown,0.064,No,2502.0,li ion,karbonn,True,0,240.0,Single,32.0,32.0,2G
4.2,15999,Yes,yes,yes,Mediatek,4.0,Yes,6000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.0,1449,No,no,no,unknown,0.004,No,1000.0,other,lava,True,0,160.0,Single,4.0,32.0,2G
4.2,18990,Yes,yes,no,Exynos,6.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,128.0,1000.0,5G
4.3,25999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,256.0,2000.0,5G
4.2,18999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,vivo,False,1,2388.0,Octa,128.0,1000.0,4G
4.1,1819,No,yes,no,unknown,0.024,No,2575.0,other,lava,True,0,320.0,Single,32.0,64.0,2G
4.3,32999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,512.0,1000.0,5G
4.6,89900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2556.0,Hexa,256.0,1000.0,5G
4.3,69999,Yes,yes,yes,Snapdragon,8.0,Yes,4500.0,other,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.3,9999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,poco,True,1,1650.0,Octa,128.0,1000.0,4G
4.1,1649,No,yes,no,unknown,0.004,No,1750.0,li ion,lava,True,0,128.0,Single,32.0,32.0,2G
4.2,17999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,256.0,1000.0,5G
4.3,28999,Yes,yes,yes,Snapdragon,8.0,Yes,5100.0,lithium ion polymer,redmi,True,1,2712.0,Octa,128.0,1000.0,5G
4.1,22999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,256.0,1000.0,5G
4.3,25999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,256.0,2000.0,5G
4.2,17990,Yes,yes,no,Exynos,4.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,128.0,1000.0,5G
4.2,18999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,vivo,False,1,2388.0,Octa,128.0,1000.0,4G
4.4,34999,Yes,yes,no,Mediatek,12.0,Yes,5000.0,lithium ion polymer,infinix,False,1,2436.0,Octa,256.0,1000.0,5G
4.1,9999,Yes,yes,yes,Mediatek,3.0,Yes,5000.0,lithium polymer,redmi,False,1,1650.0,Octa,64.0,1000.0,4G
4.2,17990,Yes,yes,yes,Exynos,4.0,Yes,6000.0,li ion,samsung,False,1,1080.0,Octa,128.0,256.0,5G
4.1,1199,No,no,no,unknown,0.004,No,620.0,li ion,lava,True,0,128.0,Single,3.0,32.0,2G
4.2,17999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,256.0,1000.0,5G
4.1,6799,Yes,yes,yes,Unisoc,2.0,Yes,4000.0,other,itel,True,1,720.0,Octa,32.0,128.0,4G
4.2,9999,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,motorola,True,1,1600.0,Octa,64.0,1000.0,4G
4.0,1799,No,no,no,unknown,0.032,No,3600.0,li ion,kechaoda,True,0,240.0,Single,64.0,32.0,2G
4.2,24999,Yes,yes,no,Mediatek,12.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,256.0,1000.0,5G
4.1,17999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,oneplus,True,1,1612.0,Octa,128.0,1000.0,4G
4.1,6799,Yes,yes,yes,Unisoc,2.0,Yes,4000.0,other,itel,True,1,720.0,Octa,32.0,128.0,4G
4.1,9999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,lava,False,1,720.0,Octa,64.0,1000.0,4G
4.4,31999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,lithium ion polymer,infinix,False,1,2436.0,Octa,256.0,1000.0,5G
4.2,9999,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,motorola,True,1,1600.0,Octa,64.0,1000.0,4G
4.1,1399,No,no,no,unknown,0.032,No,800.0,lithium ion,nokia,True,0,128.0,Single,32.0,32.0,2G
4.4,34999,Yes,yes,no,Mediatek,12.0,Yes,5000.0,lithium ion polymer,infinix,False,1,2436.0,Octa,256.0,1000.0,5G
4.1,1499,No,no,yes,unknown,0.032,No,850.0,li ion,kechaoda,True,0,320.0,Single,32.0,32.0,2G
4.5,25999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,other,motorola,True,1,2400.0,Octa,128.0,1000.0,5G
4.1,1599,No,no,no,unknown,0.032,No,850.0,li ion,kechaoda,False,0,320.0,Single,32.0,32.0,2G
4.3,16999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,lithium ion polymer,oppo,True,1,1612.0,Octa,128.0,1000.0,4G
4.3,9999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,poco,True,1,1650.0,Octa,128.0,1000.0,4G
4.3,12999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,tecno,True,1,1612.0,Octa,128.0,512.0,4G
4.3,17999,Yes,yes,yes,Mediatek,8.0,Yes,6000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.1,9999,Yes,yes,yes,Mediatek,3.0,Yes,5000.0,lithium polymer,redmi,False,1,1650.0,Octa,64.0,1000.0,4G
3.3,1899,No,no,no,unknown,0.032,No,800.0,other,samsung,True,0,128.0,Single,32.0,32.0,2G
4.3,13999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,128.0,1000.0,5G
4.2,15999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,128.0,1000.0,5G
4.0,1435,No,no,no,unknown,0.032,No,1000.0,other,micromax,True,0,240.0,Single,32.0,32.0,2G
4.4,31999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,lithium ion polymer,infinix,False,1,2436.0,Octa,256.0,1000.0,5G
4.3,28999,Yes,yes,yes,Snapdragon,8.0,Yes,5100.0,lithium ion polymer,redmi,True,1,2712.0,Octa,128.0,1000.0,5G
3.9,2999,No,no,no,unknown,0.512,No,1000.0,li ion,samsung,True,0,640.0,Single,2.27,32.0,2G
4.2,20999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,redmi,False,1,1080.0,Octa,128.0,1000.0,5G
4.0,1399,No,no,yes,unknown,0.032,No,800.0,li ion,kechaoda,False,0,128.0,Single,32.0,16.0,2G
3.9,1549,No,no,no,unknown,0.032,No,800.0,li ion,micromax,True,0,240.0,Single,32.0,32.0,2G
4.3,9999,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,motorola,True,1,1612.0,Octa,64.0,1000.0,4G
4.2,20999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,tecno,True,1,1080.0,Octa,256.0,1000.0,5G
4.0,1599,No,no,no,unknown,0.032,No,800.0,li ion,kechaoda,True,0,128.0,Single,16.0,0.032,2G
4.2,17999,Yes,yes,yes,Mediatek,8.0,Yes,6000.0,other,motorola,True,1,2400.0,Octa,128.0,1000.0,5G
4.2,30999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.5,39999,Yes,yes,no,Snapdragon,8.0,Yes,5500.0,other,oneplus,False,1,2780.0,Octa,128.0,1000.0,5G
4.2,17982,Yes,yes,yes,Exynos,4.0,Yes,6000.0,li ion,samsung,False,1,1080.0,Octa,128.0,128.0,5G
4.7,69999,Yes,yes,no,Snapdragon,16.0,Yes,5400.0,other,oneplus,False,1,3168.0,Octa,512.0,1000.0,5G
4.2,17490,Yes,yes,yes,Exynos,4.0,Yes,6000.0,lithium ion,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
4.3,27999,Yes,yes,yes,Snapdragon,12.0,Yes,5100.0,lithium ion polymer,poco,True,1,2712.0,Octa,512.0,1000.0,5G
4.3,17999,Yes,yes,yes,Mediatek,8.0,Yes,6000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.4,27999,Yes,yes,no,Mediatek,8.0,Yes,4600.0,other,iqoo,True,1,1080.0,Octa,256.0,1000.0,5G
4.4,6999,Yes,yes,no,Unisoc,4.0,No,4000.0,other,itel,True,1,1612.0,Octa,64.0,1000.0,4G
4.2,7299,Yes,yes,no,Unisoc,4.0,Yes,5000.0,other,itel,True,1,1612.0,Octa,64.0,1000.0,4G
4.2,17490,Yes,yes,yes,Exynos,4.0,Yes,6000.0,lithium ion,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
4.4,27999,Yes,yes,no,Snapdragon,8.0,Yes,4600.0,other,iqoo,True,1,1080.0,Octa,256.0,1000.0,5G
4.3,14999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,realme,False,1,1080.0,Octa,128.0,1000.0,4G
3.4,2699,No,no,no,unknown,0.032,No,1000.0,li ion,samsung,False,0,640.0,Single,2.0,32.0,2G
3.9,3199,No,no,no,unknown,0.004,No,1450.0,lithium polymer,nokia,True,0,320.0,Single,4.0,32.0,2G
4.2,35999,Yes,yes,yes,Exynos,8.0,Yes,6000.0,lithium polymer,samsung,False,1,2400.0,Octa,256.0,1000.0,5G
3.9,1499,No,no,no,unknown,0.032,No,1000.0,other,micromax,True,0,128.0,Single,32.0,32.0,2G
4.4,19999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,oneplus,False,1,2412.0,Octa,128.0,1000.0,5G
4.4,20999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
3.5,2499,No,no,no,unknown,0.004,No,1000.0,li ion,samsung,False,0,128.0,Single,2.3,16.0,2G
4.0,1399,No,no,no,unknown,0.032,No,800.0,li ion,kechaoda,False,0,128.0,Single,32.0,16.0,2G
4.3,95999,Yes,yes,no,Snapdragon,8.0,Yes,3300.0,other,samsung,False,1,2640.0,Octa,128.0,1000.0,5G
4.3,27999,Yes,yes,yes,Snapdragon,12.0,Yes,5100.0,lithium ion polymer,poco,True,1,2712.0,Octa,512.0,1000.0,5G
3.4,1099,No,no,no,unknown,0.032,No,1000.0,li ion,other,True,0,320.0,Single,32.0,16.0,2G
4.5,25999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,other,motorola,True,1,2400.0,Octa,128.0,1000.0,5G
3.8,16999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
3.8,13999,Yes,yes,no,Exynos,4.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,64.0,1000.0,4G
4.2,1919,No,no,no,unknown,0.032,Yes,2575.0,li ion,lava,True,0,245.0,Single,0.0,32.0,2G
3.9,1490,No,yes,no,unknown,0.064,No,2502.0,li ion,karbonn,True,0,240.0,Single,32.0,32.0,2G
4.0,1899,No,yes,yes,unknown,0.032,No,3000.0,other,itel,True,0,240.0,Single,32.0,32.0,2G
4.5,64999,Yes,yes,no,Snapdragon,12.0,Yes,5400.0,other,oneplus,False,1,3168.0,Octa,256.0,1000.0,5G
4.0,1899,No,yes,no,unknown,0.024,No,2574.0,other,lava,True,0,160.0,Single,32.0,32.0,2G
4.3,13999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,128.0,1000.0,5G
4.1,9500,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,itel,True,1,1612.0,Octa,128.0,1000.0,4G
3.8,16999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
4.1,43999,Yes,yes,no,Google,8.0,Yes,4300.0,other,google,False,1,2400.0,Octa,128.0,1000.0,5G
4.3,7499,Yes,yes,yes,Unisoc,3.0,Yes,5000.0,other,tecno,True,1,720.0,Octa,64.0,1000.0,4G
4.4,25999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,nothing,False,1,2412.0,Octa,128.0,1000.0,5G
4.3,19999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium ion polymer,realme,False,1,2400.0,Octa,128.0,2000.0,5G
3.8,13999,Yes,yes,no,Exynos,4.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,64.0,1000.0,4G
4.1,1799,No,no,no,unknown,0.004,No,1750.0,li ion,motorola,True,0,160.0,Single,4.0,32.0,2G
4.2,9999,Yes,yes,yes,Mediatek,2.0,Yes,5000.0,lithium polymer,redmi,False,1,1600.0,Octa,64.0,1000.0,4G
4.3,69999,Yes,yes,yes,Snapdragon,8.0,Yes,4500.0,other,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.5,64999,Yes,yes,no,Snapdragon,12.0,Yes,5400.0,other,oneplus,False,1,3168.0,Octa,256.0,1000.0,5G
4.2,1599,No,no,no,unknown,0.032,No,1000.0,other,mtr,True,0,320.0,Single,32.0,32.0,2G
4.3,24999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,iqoo,True,1,1080.0,Octa,128.0,1000.0,5G
4.1,3996,No,yes,no,unknown,0.008,No,1200.0,other,nokia,True,0,320.0,Single,16.0,32.0,2G
4.3,16999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,lithium ion polymer,oppo,True,1,1612.0,Octa,128.0,1000.0,4G
4.2,17490,Yes,yes,yes,Exynos,4.0,Yes,6000.0,lithium ion,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
3.8,17990,Yes,yes,no,Exynos,4.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,128.0,1000.0,5G
4.2,9999,Yes,yes,yes,Mediatek,2.0,Yes,5000.0,lithium polymer,redmi,False,1,1600.0,Octa,64.0,1000.0,4G
4.4,37999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.3,15999,Yes,yes,yes,Snapdragon,4.0,Yes,5000.0,lithium polymer,redmi,True,1,2460.0,Octa,128.0,1000.0,5G
3.9,1499,No,no,no,unknown,0.032,No,1000.0,li ion,snexian,False,0,240.0,Single,32.0,32.0,2G
4.4,35999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.4,37999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.3,79999,Yes,yes,yes,Exynos,8.0,Yes,4500.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.4,35999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.4,35999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,lithium ion polymer,realme,True,1,2412.0,Octa,256.0,1000.0,5G
4.2,17999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,redmi,False,1,1600.0,Octa,256.0,1000.0,5G
4.0,1399,No,no,no,unknown,0.064,No,800.0,other,mtr,True,0,120.0,Single,64.0,32.0,2G
4.2,35999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.4,32999,Yes,yes,no,Snapdragon,8.0,Yes,5500.0,other,vivo,False,1,2400.0,Octa,128.0,1000.0,5G
4.0,1499,No,no,no,unknown,0.032,No,800.0,li ion,kechaoda,True,0,128.0,Single,32.0,16.0,2G
4.0,1399,No,no,no,unknown,0.064,No,800.0,other,mtr,True,0,120.0,Single,64.0,32.0,2G
4.0,1399,No,no,no,unknown,0.064,No,800.0,other,mtr,True,0,120.0,Single,64.0,32.0,2G
4.4,26999,Yes,yes,no,Snapdragon,8.0,Yes,5000.0,other,oneplus,False,1,1080.0,Octa,128.0,1000.0,5G
4.0,1449,No,no,no,unknown,0.032,No,1000.0,lithium ion,lava,True,0,128.0,Single,24.0,32.0,2G
4.5,95999,Yes,yes,yes,Snapdragon,8.0,Yes,3900.0,other,samsung,False,1,2340.0,Octa,256.0,1000.0,5G
4.1,1369,No,no,no,unknown,0.032,No,800.0,other,lava,True,0,160.0,Single,0.0,32.0,2G
4.3,79999,Yes,yes,yes,Exynos,8.0,Yes,4500.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.3,22999,Yes,yes,no,Mediatek,8.0,Yes,6000.0,other,tecno,True,1,1080.0,Octa,256.0,2000.0,5G
4.0,2199,No,no,no,unknown,0.032,No,1100.0,li ion,other,True,0,120.0,Single,32.0,32.0,2G
4.3,20999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,realme,False,1,2400.0,Octa,128.0,2000.0,5G
4.5,95999,Yes,yes,yes,Snapdragon,8.0,Yes,3900.0,other,samsung,False,1,2340.0,Octa,256.0,1000.0,5G
3.3,999,No,no,no,unknown,0.032,No,1000.0,other,i,False,0,128.0,Single,32.0,0.032,2G
4.1,1499,No,no,yes,unknown,0.032,No,850.0,li ion,kechaoda,False,0,320.0,Single,32.0,32.0,2G
4.4,20999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
4.1,4299,No,yes,no,unknown,0.008,No,1200.0,other,nokia,True,0,320.0,Single,16.0,32.0,2G
3.9,2899,No,yes,no,unknown,0.048,No,1200.0,other,itel,True,0,240.0,Single,128.0,32.0,4G
4.2,13999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,lithium ion,vivo,False,1,1612.0,Octa,128.0,1000.0,4G
3.9,1790,No,yes,no,unknown,0.032,No,1800.0,li ion,karbonn,True,0,240.0,Single,32.0,32.0,2G
4.2,37999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium ion polymer,redmi,True,1,2712.0,Octa,512.0,1000.0,5G
4.0,1499,No,no,no,unknown,0.032,No,800.0,li ion,lava,True,0,128.0,Single,24.0,32.0,2G
4.1,1999,No,no,no,unknown,0.032,No,1700.0,li ion,kechaoda,True,0,120.0,Single,64.0,16.0,2G
4.1,1499,No,no,no,unknown,0.032,No,850.0,other,kechaoda,True,0,320.0,Single,32.0,0.032,2G
4.3,75999,Yes,yes,no,Google,8.0,Yes,4575.0,other,google,False,1,2400.0,Octa,128.0,1000.0,5G
4.0,1699,No,yes,no,unknown,0.004,No,1200.0,li ion,itel,True,0,240.0,Single,4.0,32.0,2G
3.9,8999,Yes,yes,no,Unisoc,2.0,Yes,5000.0,other,nokia,True,1,720.0,Octa,64.0,1000.0,4G
